date,equal_weight,inverse_volatility,offline_fixture
2024-05-01,126.71605210252231,127.40802273659199,125.36339963449568
2024-05-02,127.61991903549001,128.24806094639035,126.35340449057752
2024-05-03,128.90227841487385,129.44578312530933,127.78171776447437
2024-05-06,130.45551799667174,130.87667068466334,129.5345469825015
2024-05-07,130.71135819419882,131.2166573421542,129.7213040906439
2024-05-08,130.82632559299856,131.31809031953233,129.84948547889246
2024-05-09,131.41316842297985,131.93778785295586,130.36830162239457
2024-05-10,131.76196901758877,132.30680525288602,130.69156527167968
2024-05-13,131.65720508560383,132.23437192362258,130.47419478849972
2024-05-14,132.18582725659007,132.70584537964916,131.0627876232782
2024-05-15,134.06148090676942,134.43088996369323,133.1637779196837
2024-05-16,133.62534395023653,134.1335930820918,132.58831020725515
2024-05-17,133.69824189812968,134.24020488017237,132.62168818550086
2024-05-20,133.96432598956446,134.42171531512167,133.06114084330224
2024-05-21,133.99626327278344,134.4399788349535,133.10071653655973
2024-05-22,133.74344419036552,134.2051016225442,132.85056183170389
2024-05-23,132.8238002531813,133.1848374422313,132.11411481472211
2024-05-24,133.66413898800914,133.93696219924973,133.0509785721324
2024-05-28,133.3372779189827,133.47224364446214,132.9095709160386
2024-05-29,132.18606546824714,132.31638241723383,131.7996120720481
2024-05-30,131.7567118358964,132.0288018568233,130.98205745294268
2024-05-31,132.91633840529957,133.30911941519997,131.88841158308128
2024-06-03,132.59241747587765,132.98277096044944,131.58610712879704
2024-06-04,132.62217421494438,133.10231859820126,131.53909321715835
2024-06-05,134.090046937152,134.37993922765963,133.30349667525127
2024-06-06,133.85702610893742,134.20287365587285,132.99416854662226
2024-06-07,133.71704748615002,134.0402448770219,132.90422647359776
2024-06-10,134.44388559587122,134.6856779275468,133.7779700962859
2024-06-11,134.31958861579966,134.58180120178397,133.60970690097227
2024-06-12,134.93646709339222,135.07815284116032,134.40352368966293
2024-06-13,135.21059486557985,135.27892825989255,134.86865691762588
2024-06-14,135.07749256464393,135.1674750910946,134.7742955902169
2024-06-17,136.28852747076033,136.3321154888341,136.11196176491268
2024-06-18,136.89179661191793,136.8784932801231,136.7973913557676
2024-06-20,136.7088962861889,136.8386318696408,136.41317266096414
2024-06-21,136.3845214119664,136.58696544253482,135.9166355001245
2024-06-24,136.25191165288027,136.62124743464315,135.48607831592176
2024-06-25,136.36018484361867,136.598758472323,135.82377262861905
2024-06-26,135.89388258874038,136.1192516775577,135.37436446264402
2024-06-27,136.05851910318003,136.2802001461457,135.60690076028592
2024-06-28,136.0693423157182,136.269808406127,135.5886245433866
2024-07-01,135.87739277167637,136.0422062875026,135.4826420242679
2024-07-02,136.48743654756998,136.62230072769134,136.1344469055368
2024-07-03,136.80568095629914,136.83667174720154,136.61873494536255
2024-07-05,137.13483499978042,137.17741987326684,136.95625329398908
2024-07-08,137.58484332142484,137.5734992096482,137.4443107280314
2024-07-09,137.7065267329013,137.6408504558963,137.60245310233745
2024-07-10,138.88001709295656,138.80573642041782,138.76478201322274
2024-07-11,138.41917932226315,138.53218451246772,138.00156514961995
2024-07-12,139.34743559709975,139.501817365709,138.82391478406169
2024-07-15,139.80860812701226,139.92246221758634,139.32920318701414
2024-07-16,141.2182851582055,141.3597299008596,140.60081499270393
2024-07-17,139.3620462514421,139.91435825215893,138.07070069098884
2024-07-18,138.48474057948,139.05431882505133,137.16684267385827
2024-07-19,137.34485030762923,137.9037217112917,136.09793738071266
2024-07-22,138.65844662653183,139.1001418176491,137.5871922897526
2024-07-23,138.06019526757058,138.44991842996765,137.15301457443303
2024-07-24,135.733534101661,136.4516013267207,134.31984001967646
2024-07-25,135.1130033825272,135.96340380155323,133.5416768962571
2024-07-26,136.83311893363202,137.66182785776732,135.25802857727237
2024-07-29,136.6728894539996,137.55746617710724,135.03304790402456
2024-07-30,136.28203267373883,137.32734048363983,134.38395574088483
2024-07-31,138.20618907255644,138.97421564294945,136.75308363610029
2024-08-01,136.30104835133926,137.38309754774795,134.5081224048418
2024-08-02,133.4114745576671,134.88571327766402,131.30722006926965
2024-08-05,130.08001206706717,131.53292105256708,128.10648933489662
2024-08-06,131.37402791338795,132.73031761157435,129.55242803006306
2024-08-07,130.41231551435618,131.9201722063259,128.44994064204974
2024-08-08,133.6379999208673,134.8855516481764,131.9770247054932
2024-08-09,134.28279427303795,135.4529217650084,132.75544980644977
2024-08-12,134.16490420804246,135.2928031462117,132.7376893041428
2024-08-13,136.14323337485888,137.12538318532216,134.87739320328538
2024-08-14,136.74939803891087,137.7344243653642,135.57463632032972
2024-08-15,138.95247657747518,139.74578609784035,137.94680806285848
2024-08-16,139.21606331752946,140.05927378099224,138.13028418318908
2024-08-19,140.4207767995925,141.20944037728833,139.39709740426565
2024-08-20,140.18384734061033,141.01245968217586,139.1579143060015
2024-08-21,141.01260883307148,141.83977951845517,139.95123276116658
2024-08-22,140.18916335921082,141.09146090150955,139.06073269177872
2024-08-23,141.65635983311873,142.49877367018627,140.491321224864
2024-08-26,141.25946615018623,142.21851867135993,139.91729634721776
2024-08-27,141.50980621608846,142.4593794453413,140.20907211916327
2024-08-28,140.7729835753573,141.82181212258737,139.36377837108972
2024-08-29,140.95872007227007,142.07221209949438,139.45682761620432
2024-08-30,142.43759687822114,143.46580175654736,141.03567483555938
2024-09-03,139.82269878070605,141.1497217721179,138.1198886524898
2024-09-04,139.62891253749507,140.99091221250782,137.95280935822328
2024-09-05,138.6794138976767,140.01734184891038,137.02573778856942
2024-09-06,136.73322111998365,138.1970024686879,135.0127762094462
2024-09-09,138.34037595756746,139.72635787554094,136.6597466171041
2024-09-10,138.4223058053852,139.83115635656938,136.7855128441803
2024-09-11,139.37137971566835,140.57446165872645,137.79756708767195
2024-09-12,140.50652372290264,141.6331758920455,138.9851475667311
2024-09-13,141.5753679991587,142.67680993295323,140.03696269699964
2024-09-16,142.32844197566425,143.45265098336148,140.7328793745007
2024-09-17,142.15774114913128,143.19230273314815,140.52361115570739
2024-09-18,141.67058655326915,142.67026838148834,140.0299578105866
2024-09-19,143.49257259371242,144.30337430502686,141.8615473805208
2024-09-20,143.43249325669046,144.1919958616793,141.92489388784074
2024-09-23,144.06237631479897,144.80691304819925,142.56667133087123
2024-09-24,144.135005255411,144.82329413353935,142.62769965748777
2024-09-25,143.75630134569113,144.3762107886896,142.32255446568982
2024-09-26,144.45939763461215,145.07551266944216,142.93740432258573
2024-09-27,144.33511021482946,145.0399280773948,142.72721042296283
2024-09-30,144.68754764300235,145.38433859413817,143.10862070402956
2024-10-01,143.962141107302,144.71811134948808,142.40618796530393
