year,equal_weight,inverse_volatility,deepseek_allocation
2021,0.10496301306576394,0.1114186014109324,0.10611016718959876
2022,-0.15508272445169713,-0.1479760234086105,-0.14838195769795604
2023,0.1600532543526425,0.15359118648031767,0.17919614410783447
2024,0.1946639369927059,0.18862129790484072,0.16585350305223434
2025,0.18679525631669391,0.17264169609931468,0.1458280443439426
