date,simple_gross_return,one_way_turnover,transaction_cost_fraction,simple_net_return,workflow_net_return,net_return_difference,simple_start_capital,simple_monthly_pnl,workflow_monthly_pnl,simple_equity,workflow_equity,simple_cumulative_pnl,workflow_cumulative_pnl,cumulative_pnl_difference,spy_equity,spy_cumulative_pnl
2016-03-31,0.05789883621730407,0.0011404249826869606,1.1404249826869606e-06,0.05789769579232139,0.0578976957923213,-9.020562075079397e-17,101.5414750885948,5.879017434983042,5.879017434983028,107.42049252357783,107.42049252357776,7.420492523577835,7.420492523577764,-7.105427357601002e-14,105.71218273768469,5.712182737684685
2016-04-30,-0.0015996472106615534,0.002278056895592684,2.278056895592684e-06,-0.001601925267557146,-0.0016019252675571,4.597017211338539e-17,107.42049252357783,-0.17207960122695284,-0.1720796012269478,107.2484129223509,107.24841292235084,7.248412922350894,7.248412922350838,-5.684341886080802e-14,106.12879147899392,6.128791478993918
2016-05-31,0.016425179900719233,0.0019871144836721144,1.9871144836721144e-06,0.016423192786235562,0.0164231927862356,3.8163916471489756e-17,107.2484129223509,1.7613613614415662,1.7613613614415693,109.00977428379247,109.0097742837924,9.009774283792467,9.009774283792396,-7.105427357601002e-14,107.93421025455268,7.934210254552681
2016-06-30,0.016795240285603585,0.01003314634566635,1.003314634566635e-05,0.016785207139257918,0.016785207139258,8.326672684688674e-17,109.00977428379247,1.8297516415572075,1.8297516415572153,110.83952592534968,110.8395259253496,10.839525925349676,10.839525925349605,-7.105427357601002e-14,108.30939059498428,8.30939059498428
2016-07-31,0.02931832279491753,0.004150415091429563,4.150415091429563e-06,0.0293141723798261,0.0293141723798262,1.0061396160665481e-16,110.83952592534968,3.2491689694739043,3.2491689694739136,114.08869489482356,114.08869489482352,14.088694894823561,14.088694894823519,-4.263256414560601e-14,112.25958352462982,12.259583524629818
2016-08-31,-0.006080433300398369,0.005627562234744518,5.627562234744518e-06,-0.006086060862633113,-0.006086060862633,1.1362438767648086e-16,114.08869489482356,-0.694350740868276,-0.6943507408682628,113.39434415395529,113.39434415395526,13.394344153955288,13.39434415395526,-2.842170943040401e-14,112.394001226829,12.394001226829005
2016-09-30,0.000986619511460174,0.0023648043941080915,2.3648043941080914e-06,0.0009842547070660658,0.0009842547070659,-1.6588293239028218e-16,113.39434415395529,0.11160891698819991,0.11160891698818108,113.50595307094346,113.50595307094345,13.505953070943463,13.505953070943448,-1.4210854715202004e-14,112.40049380653281,12.400493806532808
2016-10-31,-0.019824600448498847,0.0021203131184719254,2.1203131184719255e-06,-0.01982672076161732,-0.0198267207616172,1.214306433183765e-16,113.50595307094346,-2.250450836318836,-2.250450836318822,111.25550223462464,111.25550223462461,11.255502234624643,11.255502234624615,-2.842170943040401e-14,110.45183075465543,10.451830754655433
2016-11-30,0.025283474885537477,0.0122860624888948,1.22860624888948e-05,0.02527118882304858,0.0252711888230486,2.0816681711721685e-17,111.25550223462464,2.8115588045743025,2.8115588045743043,114.06706103919895,114.06706103919892,14.067061039198947,14.067061039198919,-2.842170943040401e-14,114.52070544795976,14.520705447959756
2016-12-31,0.01900567617204524,0.0019758437818700597,1.9758437818700596e-06,0.01900370032826337,0.0190037003282633,-6.938893903907228e-17,114.06706103919895,2.1676962453146627,2.167696245314654,116.2347572845136,116.23475728451358,16.234757284513606,16.234757284513577,-2.842170943040401e-14,116.84227041714873,16.842270417148725
2017-01-31,0.017092004579070785,0.003542908261879099,3.5429082618790993e-06,0.017088461670808908,0.0170884616708089,-6.938893903907228e-18,116.2347572845136,1.9862731946721872,1.9862731946721859,118.2210304791858,118.22103047918577,18.2210304791858,18.22103047918577,-2.842170943040401e-14,118.93308484319778,18.933084843197776
2017-02-28,0.04400653951288386,0.0014490860538001887,1.4490860538001888e-06,0.044005090426830054,0.0440050904268301,4.85722573273506e-17,118.2210304791858,5.202327136589603,5.2023271365896075,123.42335761577542,123.42335761577539,23.423357615775416,23.423357615775387,-2.842170943040401e-14,123.60616770990971,23.606167709909712
2017-03-31,0.002572711874068684,0.004476267915186238,4.476267915186238e-06,0.0025682356061534975,0.0025682356061534,-9.75781955236954e-17,123.42335761577542,0.3169802616598509,0.3169802616598387,123.74033787743528,123.74033787743521,23.74033787743528,23.74033787743521,-7.105427357601002e-14,123.76066517358947,23.760665173589473
2017-04-30,0.012045058271345055,0.003883563090060646,3.883563090060646e-06,0.012041174708254995,0.0120411747082551,1.0581813203458523e-16,123.74033787743528,1.4899790268407012,1.4899790268407134,125.23031690427598,125.23031690427592,25.23031690427598,25.230316904275924,-5.684341886080802e-14,124.98913349623754,24.989133496237542
2017-05-31,0.020337718529995302,0.006692607050123048,6.692607050123048e-06,0.020331025922945178,0.0203310259229452,2.0816681711721685e-17,125.23031690427598,2.5460608193194747,2.546060819319476,127.77637772359544,127.7763777235954,27.776377723595445,27.776377723595402,-4.263256414560601e-14,126.75310534715348,26.75310534715348
2017-06-30,0.004348183765488789,0.0021874072517742843,2.1874072517742844e-06,0.004345996358237014,0.004345996358237,-1.3877787807814457e-17,127.77637772359544,0.555315672255463,0.555315672255461,128.33169339585092,128.33169339585086,28.33169339585092,28.331693395850863,-5.684341886080802e-14,127.56113050909515,27.56113050909515
2017-07-31,0.021264592320774434,0.0033040428119467113,3.3040428119467114e-06,0.021261288277962486,0.0212612882779624,-8.673617379884035e-17,128.33169339585092,2.728497128488281,2.7284971284882684,131.0601905243392,131.06019052433913,31.06019052433919,31.060190524339134,-5.684341886080802e-14,130.18303980729362,30.183039807293625
2017-08-31,0.007270149279316462,0.0019233158620582391,1.923315862058239e-06,0.0072682259634544045,0.0072682259634545,9.540979117872439e-17,131.0601905243392,0.952575079544283,0.9525750795442951,132.01276560388348,132.01276560388342,32.01276560388348,32.01276560388342,-5.684341886080802e-14,130.56292518408688,30.56292518408688
2017-09-30,0.02363393485039228,0.004510305397616238,4.5103053976162375e-06,0.023629424544994664,0.0236294245449948,1.3530843112619095e-16,132.01276560388348,3.1193856838130314,3.1193856838130483,135.1321512876965,135.13215128769647,35.1321512876965,35.13215128769647,-2.842170943040401e-14,133.19367031828745,33.193670318287445
2017-10-31,0.03128432659537578,0.00462816664376467,4.628166643764669e-06,0.03127969842873201,0.0312796984287319,-1.1102230246251565e-16,135.1321512876965,4.2268929403049365,4.2268929403049205,139.35904422800144,139.35904422800138,39.35904422800144,39.35904422800138,-5.684341886080802e-14,136.33223521365915,36.332235213659146
2017-11-30,0.034091343533691476,0.0022810624328043066,2.2810624328043066e-06,0.034089062471258674,0.0340890624712585,-1.734723475976807e-16,139.35904422800144,4.750619164623242,4.750619164623216,144.1096633926247,144.10966339262458,44.1096633926247,44.10966339262458,-1.1368683772161603e-13,140.49934143383763,40.49934143383763
2017-12-31,0.008313516235199214,0.003226219556883708,3.226219556883708e-06,0.008310290015642331,0.0083102900156423,-3.122502256758253e-17,144.1096633926247,1.197593096849306,1.1975930968493007,145.307256489474,145.30725648947387,45.307256489474014,45.30725648947387,-1.4210854715202004e-13,142.20333333302466,42.20333333302466
2018-01-31,0.05161388075963147,0.007277528324759794,7.277528324759794e-06,0.05160660323130671,0.0516066032313068,9.020562075079397e-17,145.307256489474,7.498813932282003,7.498813932282008,152.80607042175603,152.80607042175586,52.80607042175603,52.80607042175586,-1.7053025658242404e-13,150.21781632408667,50.21781632408667
2018-02-28,-0.029787625610190466,0.004097297694362859,4.097297694362859e-06,-0.02979172290788483,-0.0297917229078849,-6.938893903907228e-17,152.80607042175603,-4.552356108647691,-4.552356108647698,148.25371431310833,148.25371431310816,48.25371431310833,48.25371431310816,-1.7053025658242404e-13,144.7558340830056,44.755834083005595
2018-03-31,-0.018208482670658666,0.005302840807370479,5.302840807370479e-06,-0.018213785511466036,-0.0182137855114661,-6.245004513516506e-17,148.25371431310833,-2.7002613537771176,-2.7002613537771234,145.55345295933122,145.55345295933105,45.553452959331224,45.553452959331054,-1.7053025658242404e-13,140.78794169570813,40.78794169570813
2018-04-30,-0.0005081834426921283,0.0031389164729436203,3.1389164729436203e-06,-0.000511322359165072,-0.000511322359165,7.19910242530375e-17,145.55345295933122,-0.07442473495178757,-0.074424734951777,145.47902822437945,145.47902822437928,45.47902822437945,45.47902822437928,-1.7053025658242404e-13,141.51560150231444,41.51560150231444
2018-05-31,0.022803868330676713,0.003866669490345906,3.866669490345906e-06,0.022800001661186366,0.0228000016611864,3.469446951953614e-17,145.47902822437945,3.31692208518363,3.3169220851836307,148.79595030956307,148.79595030956293,48.79595030956307,48.795950309562926,-1.4210854715202004e-13,144.9556962476687,44.9556962476687
2018-06-30,0.0013887495591889676,0.0038867429043255852,3.886742904325585e-06,0.001384862816284642,0.0013848628162845,-1.4203048459560108e-16,148.79595030956307,0.20606197879745117,0.20606197879742982,149.00201228836053,149.00201228836033,49.00201228836053,49.00201228836033,-1.9895196601282805e-13,145.78935830065205,45.789358300652054
2018-07-31,0.03044933113975057,0.0031190084808064428,3.1190084808064427e-06,0.030446212131269763,0.0304462121312698,3.8163916471489756e-17,149.00201228836053,4.536546874117489,4.536546874117488,153.53855916247804,153.53855916247784,53.53855916247804,53.53855916247784,-1.9895196601282805e-13,151.19032325915276,51.19032325915276
2018-08-31,0.040660956894700284,0.0043278075731360555,4.327807573136055e-06,0.040656629087127145,0.0406566290871271,-4.85722573273506e-17,153.53855916247804,6.242360250440797,6.242360250440781,159.78091941291882,159.78091941291862,59.78091941291882,59.78091941291862,-1.9895196601282805e-13,156.016264236324,56.01626423632399
2018-09-30,0.0075856827130900695,0.0023677769051710096,2.3677769051710096e-06,0.0075833149361848986,0.007583314936185,1.0148132334464322e-16,159.78091941291882,1.2116690327013429,1.2116690327013575,160.99258844562016,160.99258844561996,60.99258844562016,60.99258844561996,-1.9895196601282805e-13,156.94389735018467,56.94389735018467
2018-10-31,-0.06845906225978704,0.010021678034317305,1.0021678034317305e-05,-0.06846908393782136,-0.0684690839378214,-4.163336342344337e-17,160.99258844562016,-11.023015051650296,-11.023015051650288,149.96957339396988,149.96957339396968,49.96957339396988,49.96957339396968,-1.9895196601282805e-13,146.09837175177677,46.09837175177677
2018-11-30,0.01245029310910184,0.005336162164397487,5.336162164397487e-06,0.012444956946937442,0.0124449569469373,-1.4224732503009818e-16,149.96957339396988,1.86636488423853,1.866364884238506,151.8359382782084,151.8359382782082,51.8359382782084,51.835938278208204,-1.9895196601282805e-13,148.80839860104825,48.80839860104825
2018-12-31,-0.08431485622764953,0.007263459741498807,7.263459741498807e-06,-0.08432211968739103,-0.0843221196873909,1.3877787807814457e-16,151.8359382782084,-12.803128160342407,-12.80312816034237,139.032810117866,139.03281011786584,39.032810117866006,39.032810117865836,-1.7053025658242404e-13,135.7060763784854,35.70607637848539
2019-01-31,0.07547296390697977,0.006951834623381628,6.951834623381628e-06,0.0754660120723564,0.0754660120723564,0.0,139.032810117866,10.492251726808512,10.492251726808497,149.52506184467452,149.52506184467433,49.525061844674525,49.525061844674326,-1.9895196601282805e-13,146.57146871507405,46.57146871507405
2019-02-28,0.03368325556529017,0.003564744466243358,3.564744466243358e-06,0.03367969082082393,0.0336796908208239,-2.7755575615628914e-17,149.52506184467452,5.0359578528932145,5.035957852893204,154.56101969756776,154.56101969756756,54.56101969756776,54.56101969756756,-1.9895196601282805e-13,151.32267556153175,51.32267556153175
2019-03-31,0.01602831346471842,0.0062866608569862314,6.2866608569862316e-06,0.016022026803861434,0.0160220268038615,6.591949208711867e-17,154.56101969756776,2.4763808004265857,2.476380800426593,157.03740049799433,157.03740049799416,57.03740049799433,57.037400497994156,-1.7053025658242404e-13,154.0616643176989,54.0616643176989
2019-04-30,0.029112814312140023,0.003377671891067538,3.377671891067538e-06,0.029109436640248957,0.0291094366402489,-5.551115123125783e-17,157.03740049799433,4.5712702599457655,4.571270259945752,161.60867075794008,161.6086707579399,61.608670757940075,61.608670757939905,-1.7053025658242404e-13,160.35551180653854,60.355511806538544
2019-05-31,-0.04998890621658433,0.01627990095698975,1.6279900956989753e-05,-0.050005186117541324,-0.0500051861175413,2.0816681711721685e-17,161.60867075794008,-8.08127165945925,-8.08127165945924,153.5273990984808,153.52739909848066,53.5273990984808,53.52739909848066,-1.4210854715202004e-13,150.12943017841815,50.12943017841815
2019-06-30,0.06936785614455387,0.006474011451161443,6.474011451161443e-06,0.06936138213310271,0.0693613821331027,-1.3877787807814457e-17,153.5273990984808,10.648872596771096,10.648872596771083,164.1762716952519,164.17627169525176,64.1762716952519,64.17627169525176,-1.4210854715202004e-13,160.57642623035545,60.57642623035545
2019-07-31,0.01610802433022307,0.0005976481455242377,5.976481455242377e-07,0.016107426682077545,0.0161074266820776,5.551115123125783e-17,164.1762716952519,2.644457259268113,2.6444572592681195,166.82072895452004,166.82072895451986,66.82072895452004,66.82072895451986,-1.7053025658242404e-13,163.00428056428208,63.004280564282084
2019-08-31,-0.011106630047972743,0.01031400255054836,1.031400255054836e-05,-0.011116944050523292,-0.0111169440505232,9.194034422677078e-17,166.82072895452004,-1.8545367102549102,-1.854536710254893,164.96619224426513,164.96619224426496,64.96619224426513,64.96619224426496,-1.7053025658242404e-13,160.27498899919894,60.27498899919894
2019-09-30,0.016379501830695614,0.008438275278696256,8.438275278696256e-06,0.01637106355541692,0.0163710635554168,-1.1796119636642288e-16,164.96619224426513,2.70067201772599,2.7006720177259678,167.6668642619911,167.66686426199092,67.6668642619911,67.66686426199092,-1.7053025658242404e-13,163.39363158509437,63.39363158509437
2019-10-31,0.013648949026228041,0.005717151595765857,5.7171515957658575e-06,0.013643231874632275,0.0136432318746321,-1.7520707107365752e-16,167.6668642619911,2.28751790681884,2.2875179068188083,169.9543821688099,169.95438216880973,69.9543821688099,69.95438216880973,-1.7053025658242404e-13,167.00532122941124,67.00532122941124
2019-11-30,0.03209668108765551,0.0044035481651028,4.4035481651028e-06,0.032092277539490406,0.0320922775394904,-6.938893903907228e-18,169.9543821688099,5.454223201614067,5.45422320161406,175.408605370424,175.40860537042383,75.408605370424,75.40860537042383,-1.7053025658242404e-13,173.0506816699286,73.0506816699286
2019-12-31,0.02393036643916785,0.0032136983894948817,3.2136983894948818e-06,0.023927152740778355,0.0239271527407784,4.5102810375396984e-17,175.408605370424,4.19702849274505,4.197028492745053,179.60563386316903,179.6056338631689,79.60563386316903,79.60563386316889,-1.4210854715202004e-13,178.07871692546993,78.07871692546993
2020-01-31,0.004073955435748039,0.013136432825053751,1.3136432825053751e-05,0.004060819002922985,0.004060819002923,1.474514954580286e-17,179.60563386316903,0.7293459710235848,0.7293459710235869,180.3349798341926,180.3349798341925,80.33497983419261,80.3349798341925,-1.1368683772161603e-13,178.00684471648037,78.00684471648037
2020-02-29,-0.08474759018366673,0.0039052620579140135,3.905262057914013e-06,-0.08475149544572465,-0.0847514954457246,4.163336342344337e-17,180.3349798341926,-15.283659222122422,-15.283659222122404,165.05132061207019,165.05132061207007,65.05132061207019,65.05132061207007,-1.1368683772161603e-13,163.91477919532952,63.914779195329515
2020-03-31,-0.1313621142475287,0.014920323033808386,1.4920323033808386e-05,-0.1313770345705625,-0.1313770345705625,0.0,165.05132061207019,-21.68395305396894,-21.683953053968924,143.36736755810128,143.36736755810117,43.36736755810128,43.367367558101165,-1.1368683772161603e-13,143.44653731089204,43.44653731089204
2020-04-30,0.1110690267358807,0.003973170107921906,3.973170107921906e-06,0.11106505356577279,0.1110650535657727,-8.326672684688674e-17,143.36736755810128,15.923104357424354,15.923104357424329,159.29047191552561,159.29047191552547,59.290471915525615,59.29047191552547,-1.4210854715202004e-13,161.6618818237499,61.661881823749894
2020-05-31,0.048148777680581345,0.004423834717702177,4.423834717702177e-06,0.048144353845863644,0.0481443538458636,-4.163336342344337e-17,159.29047191552561,7.66893684417567,7.668936844175657,166.9594087597013,166.95940875970115,66.95940875970129,66.95940875970115,-1.4210854715202004e-13,169.364285680546,69.364285680546
2020-06-30,0.009456268780142357,0.008367796095109306,8.367796095109307e-06,0.009447900984047249,0.0094479009840471,-1.491862189340054e-16,166.9594087597013,1.5774159623167285,1.5774159623167023,168.53682472201803,168.53682472201785,68.53682472201803,68.53682472201785,-1.7053025658242404e-13,172.36789568452767,72.36789568452767
2020-07-31,0.04396862814096375,0.008011286948751917,8.011286948751917e-06,0.043960616854015,0.0439606168540149,-9.71445146547012e-17,168.53682472201803,7.4089827773969175,7.4089827773968935,175.94580749941494,175.94580749941474,75.94580749941494,75.94580749941474,-1.9895196601282805e-13,182.51901163486957,82.51901163486957
2020-08-31,0.05729971329203992,0.011548414937761126,1.1548414937761126e-05,0.057288164877102164,0.0572881648771021,-6.245004513516506e-17,175.94580749941494,10.079612429461362,10.079612429461339,186.02541992887632,186.02541992887612,86.02541992887632,86.02541992887612,-1.9895196601282805e-13,195.2582495356787,95.25824953567869
2020-09-30,-0.02677295561412185,0.004107224902545711,4.107224902545711e-06,-0.026777062839024396,-0.0267770628390243,9.71445146547012e-17,186.02541992887632,-4.981214359091422,-4.981214359091399,181.04420556978488,181.0442055697847,81.04420556978488,81.04420556978471,-1.7053025658242404e-13,187.9470675999804,87.94706759998039
2020-10-31,-0.027744518145635083,0.004847233389083952,4.847233389083952e-06,-0.027749365379024168,-0.0277493653790241,6.938893903907228e-17,181.04420556978488,-5.023861810111123,-5.023861810111105,176.02034375967378,176.0203437596736,76.02034375967378,76.02034375967361,-1.7053025658242404e-13,183.26090695503476,83.26090695503476
2020-11-30,0.1160981518458769,0.01079008594383335,1.079008594383335e-05,0.11608736175993307,0.1160873617599329,-1.8041124150158794e-16,176.02034375967378,20.433737323137027,20.433737323136977,196.45408108281083,196.4540810828106,96.45408108281083,96.4540810828106,-2.2737367544323206e-13,203.1954421164291,103.19544211642909
2020-12-31,0.03087737380196992,0.0023461408068670003,2.3461408068670003e-06,0.030875027661163054,0.0308750276611632,1.457167719820518e-16,196.45408108281083,6.065525187580154,6.0655251875801754,202.519606270391,202.51960627039077,102.519606270391,102.51960627039077,-2.2737367544323206e-13,210.72348177136467,110.72348177136467
2021-01-31,-0.0016519743833085243,0.01308680534836093,1.3086805348360931e-05,-0.0016650611886568853,-0.0016650611886569,-1.474514954580286e-17,202.519606270391,-0.3372075363429016,-0.33720753634290423,202.1823987340481,202.18239873404787,102.18239873404809,102.18239873404787,-2.2737367544323206e-13,208.57609576638416,108.57609576638416
2021-02-28,0.02284555075103592,0.013525046082300457,1.3525046082300458e-05,0.02283202570495362,0.0228320257049538,1.8041124150158794e-16,202.1823987340481,4.616233724984968,4.616233724984999,206.79863245903306,206.79863245903286,106.79863245903306,106.79863245903286,-1.9895196601282805e-13,214.37568289018154,114.37568289018154
2021-03-31,0.041608707576886284,0.012852439382784756,1.2852439382784756e-05,0.041595855137503496,0.0415958551375034,-9.71445146547012e-17,206.79863245903306,8.601965958399767,8.60196595839974,215.40059841743283,215.40059841743258,115.40059841743283,115.40059841743258,-2.5579538487363607e-13,224.10818027068956,124.10818027068956
2021-04-30,0.04406202590588448,0.007296330692989572,7.296330692989572e-06,0.04405472957519149,0.0440547295751913,-1.942890293094024e-16,215.40059841743283,9.489415113614424,9.48941511361437,224.89001353104726,224.89001353104698,124.89001353104726,124.89001353104698,-2.8421709430404007e-13,235.96581661416866,135.96581661416866
2021-05-31,0.009194038930626924,0.0050040579890279074,5.004057989027907e-06,0.009189034872637896,0.009189034872638,1.0408340855860843e-16,224.89001353104726,2.0665221768448014,2.0665221768448223,226.95653570789207,226.95653570789182,126.95653570789207,126.95653570789182,-2.5579538487363607e-13,237.5151813833195,137.5151813833195
2021-06-30,0.013363286345724618,0.007232073182411536,7.232073182411536e-06,0.013356054272542207,0.0133560542725422,-6.938893903907228e-18,226.95653570789207,3.03124380842277,3.0312438084227646,229.98777951631482,229.98777951631456,129.98777951631482,129.98777951631456,-2.5579538487363607e-13,242.84207906665404,142.84207906665404
2021-07-31,0.01788166204079361,0.008224463695092304,8.224463695092305e-06,0.017873437577098517,0.0178734375770984,-1.1796119636642288e-16,229.98777951631482,4.11067222068035,4.110672220680319,234.0984517369952,234.09845173699483,134.0984517369952,134.09845173699483,-3.694822225952521e-13,248.77042488238095,148.77042488238095
2021-08-31,0.023985563125755838,0.0052592387498583,5.2592387498583e-06,0.02398030388700598,0.023980303887006,2.0816681711721685e-17,234.0984517369952,5.613752012130748,5.613752012130744,239.71220374912593,239.71220374912554,139.71220374912593,139.71220374912554,-3.979039320256561e-13,256.1737810737318,156.1737810737318
2021-09-30,-0.04607671329598376,0.005835248871043086,5.8352488710430864e-06,-0.0460825485448548,-0.0460825485448547,1.0408340855860843e-16,239.71220374912593,-11.04654926606322,-11.046549266063177,228.6656544830627,228.66565448306235,128.6656544830627,128.66565448306235,-3.410605131648481e-13,244.23473278218327,144.23473278218327
2021-10-31,0.060733200149563904,0.009789999485181472,9.789999485181472e-06,0.060723410150078726,0.0607234101500787,-2.7755575615628914e-17,228.6656544830627,13.885358324411204,13.885358324411177,242.55101280747388,242.55101280747354,142.55101280747388,142.55101280747354,-3.410605131648481e-13,261.3711050194679,161.3711050194679
2021-11-30,-0.018887643849613,0.0056613798499276086,5.661379849927608e-06,-0.018893305229462927,-0.0188933052294628,1.2836953722228372e-16,242.55101280747388,-4.582590318686976,-4.582590318686938,237.9684224887869,237.96842248878662,137.9684224887869,137.96842248878662,-2.8421709430404007e-13,259.27095461575635,159.27095461575635
2021-12-31,0.044254049776134036,0.013958903593651734,1.3958903593651734e-05,0.04424009087254038,0.0442400908725402,-1.8041124150158794e-16,237.9684224887869,10.527744635699015,10.527744635698959,248.4961671244859,248.4961671244856,148.4961671244859,148.4961671244856,-3.126388037344441e-13,271.2617027359878,171.2617027359878
2022-01-31,-0.0598481512190048,0.010673216767798213,1.0673216767798213e-05,-0.059858824435772603,-0.0598588244357726,6.938893903907228e-18,248.4961671244859,-14.87468844086701,-14.87468844086699,233.62147868361888,233.6214786836186,133.62147868361888,133.6214786836186,-2.8421709430404007e-13,256.95503939495444,156.95503939495444
2022-02-28,-0.02999868499716371,0.003012242801406967,3.012242801406967e-06,-0.030001697239965118,-0.0300016972399651,1.734723475976807e-17,233.62147868361888,-7.009040872218898,-7.009040872218885,226.61243781139996,226.6124378113997,126.61243781139996,126.6124378113997,-2.5579538487363607e-13,249.37048373238295,149.37048373238295
2022-03-31,0.03649949016579501,0.008111174736468246,8.111174736468246e-06,0.036491378991058546,0.0364913789910584,-1.457167719820518e-16,226.61243781139996,8.269400352263482,8.269400352263439,234.88183816366347,234.88183816366313,134.88183816366347,134.88183816366313,-3.410605131648481e-13,258.74443511361216,158.74443511361216
2022-04-30,-0.0801211262162444,0.01342507468465072,1.3425074684650721e-05,-0.08013455129092904,-0.0801345512909291,-5.551115123125783e-17,234.88183816366347,-18.822150707633785,-18.82215070763377,216.0596874560297,216.05968745602934,116.0596874560297,116.05968745602934,-3.694822225952521e-13,236.03468797319525,136.03468797319525
2022-05-31,0.007945328194320977,0.0077179726472331595,7.71797264723316e-06,0.007937610221673745,0.0079376102216736,-1.43982048506075e-16,216.0596874560297,1.714997583642616,1.714997583642582,217.77468503967233,217.7746850396719,117.77468503967233,117.77468503967191,-4.263256414560601e-13,236.56744998421303,136.56744998421303
2022-06-30,-0.07644184013826588,0.012902705394657515,1.2902705394657515e-05,-0.07645474284366054,-0.0764547428436605,4.163336342344337e-17,217.77468503967233,-16.649907542567316,-16.649907542567274,201.12477749710501,201.12477749710465,101.12477749710501,101.12477749710465,-3.694822225952521e-13,217.0599987533505,117.0599987533505
