date,equal_weight,inverse_volatility,deepseek_allocation
2021-09-08,105.95942781648532,106.27116660759557,105.72687266242583
2021-09-09,105.69255370022957,105.91726112390546,105.44010424109554
2021-09-10,105.05799593238869,105.29454644546072,104.80807979162641
2021-09-13,105.3052945667082,105.47317947342293,105.10479744782691
2021-09-14,104.5661370005752,104.77586394299522,104.34707376972293
2021-09-15,105.54797438274129,105.67603180399247,105.33169409751088
2021-09-16,105.36909431522648,105.47778302131661,105.1447923355764
2021-09-17,104.51697137052527,104.6154428351368,104.28739305087399
2021-09-20,102.65950135642551,102.90135715043618,102.43872736318313
2021-09-21,102.49402866686188,102.74150186226228,102.24765376961881
2021-09-22,103.48764591779688,103.63626525635081,103.21616035547358
2021-09-23,104.8256845460595,104.85937151883064,104.53510375658375
2021-09-24,104.88346682819957,104.89121198575418,104.59202324340261
2021-09-27,104.81773010943498,104.68586868071075,104.58268296923129
2021-09-28,102.90518740459598,102.82941128006185,102.70599027816188
2021-09-29,102.91966014615645,102.95455442722522,102.73599253860036
2021-09-30,101.68679020784646,101.74058520991915,101.47563873421758
2021-10-01,102.57432412417081,102.59265623853219,102.37962668303403
2021-10-04,101.52772846327814,101.5515124971025,101.35304096994672
2021-10-05,102.52661782126039,102.49795317144833,102.34569167901991
2021-10-06,102.60949387818809,102.6431696799394,102.40536334663908
2021-10-07,103.67031750621992,103.67882482464418,103.46676382477293
2021-10-08,103.48783499982828,103.47140128463295,103.30903768360136
2021-10-11,102.80809801443078,102.8176412295071,102.63318862194373
2021-10-12,102.64493278952042,102.66229776994612,102.42517938290067
2021-10-13,103.09558852504338,103.14793837477903,102.85816565599441
2021-10-14,104.88555840363696,104.90257340320863,104.65597911905643
2021-10-15,105.50918634247995,105.44681470908091,105.26681477313389
2021-10-18,105.82662813823482,105.73665624786929,105.55155571287
2021-10-19,106.54971591031106,106.49166180055568,106.28117647265951
2021-10-20,107.08739219574616,107.04371625126652,106.85370345637776
2021-10-21,107.32029428181201,107.32242419065531,107.05855061885572
2021-10-22,107.23503553827133,107.29716542360224,106.91811160483067
2021-10-25,107.90978244255413,107.85734165117393,107.53349263342596
2021-10-26,107.61955430698066,107.59352042172782,107.20399904602334
2021-10-27,106.3856778549193,106.39732704359179,105.9722687071593
2021-10-28,107.5730581799748,107.4945607894297,107.14912303851865
2021-10-29,107.8609548559426,107.81909790092679,107.43969009777095
2021-11-01,108.38121068700771,108.20364360920657,107.96234282344834
2021-11-02,108.74282452862745,108.6211603525019,108.33913783585909
2021-11-03,109.36514909130875,109.19465421736295,108.99128054387745
2021-11-04,109.56662598829713,109.46970988310511,109.2590879847886
2021-11-05,109.66382360465104,109.49796183091256,109.44364341522872
2021-11-08,109.89841521589172,109.7076180916483,109.68460920253406
2021-11-09,109.45615524895764,109.39384885370384,109.32712272095354
2021-11-10,108.80543693798728,108.81963224585175,108.66359183506239
2021-11-11,109.07291906401309,109.02887544219408,108.96896057583697
2021-11-12,109.76931235435352,109.75763381774541,109.68602818106784
2021-11-15,109.71409412598548,109.7353784899715,109.64556246448362
2021-11-16,109.94933068951126,109.97749094642485,109.8397747226332
2021-11-17,109.28108272235846,109.34406936636472,109.15708194165683
2021-11-18,109.09251271485263,109.15766100218136,108.95956598214856
2021-11-19,108.71894879947912,108.8620889426136,108.59505726573742
2021-11-22,108.77515598236249,108.80361686844839,108.67715723115181
2021-11-23,109.03151339071592,109.05454569813304,108.96462911277288
2021-11-24,109.28456769371233,109.30726771979147,109.19244626476807
2021-11-26,107.23637149586675,107.33882609085863,107.08611821233241
2021-11-29,108.27526321904475,108.34763538433523,108.08099504073078
2021-11-30,105.82464618138857,105.94372453533305,105.64724589498577
2021-12-01,104.55275046314381,104.77041482859718,104.42014677433762
2021-12-02,106.34685829427929,106.5510940006452,106.21915809215363
2021-12-03,105.47478426737047,105.83137920151037,105.43210129346944
2021-12-06,106.14463965299173,106.5867462173606,106.18328198672889
2021-12-07,108.36482135817536,108.62919168425273,108.37246292506624
2021-12-08,108.40407755338187,108.68077504804836,108.39547293723066
2021-12-09,107.51148283057596,107.8910776710576,107.54899481276134
2021-12-10,108.56377288402652,108.94328341647247,108.58359983177556
2021-12-13,107.73373426266038,108.30520784703522,107.71650865225506
2021-12-14,106.94660095335523,107.54363055563803,106.9763705189629
2021-12-15,108.74098670889303,109.30271667630103,108.74160588218778
2021-12-16,108.20588774501832,108.87021353937963,108.25917555917245
2021-12-17,107.03770570668895,107.69101962398649,107.09403287031819
2021-12-20,105.80198877939668,106.54932625823301,105.83725080943037
2021-12-21,107.65092413892756,108.26296787725681,107.73777531670694
2021-12-22,108.5829965368285,109.16179541577992,108.65100093468385
2021-12-23,109.33246155934307,109.86610144037542,109.4156154266139
2021-12-27,110.86551880573441,111.3631395632303,110.93567163072878
2021-12-28,110.6415105283359,111.21556735816604,110.74391207089913
2021-12-29,110.95220274952501,111.55740272514328,111.05960097882934
2021-12-30,110.70704113085961,111.34165966290817,110.81736917943815
2021-12-31,110.49630130657638,111.14186014109325,110.61101671895989
2022-01-03,110.72949124387793,111.24827927380224,110.92809838104336
2022-01-04,110.98425971889154,111.46185883328666,111.41236505533189
2022-01-05,108.86119421963076,109.4955462382723,109.57537599234634
2022-01-06,108.93382480386457,109.49294082769867,109.63735195361487
2022-01-07,108.42640787565404,109.00752664249691,109.26458768124259
2022-01-10,108.35999347858048,108.87751854206408,109.17289730811719
2022-01-11,109.22189357810772,109.67344013183252,110.00526646143716
2022-01-12,109.44523647863008,109.87148922933622,110.2031465428255
2022-01-13,108.10580113979739,108.6476936449331,109.19322011949302
2022-01-14,107.9856967455228,108.50594953900391,109.17220419532902
2022-01-18,106.00013875143411,106.65585633766989,107.23158159677892
2022-01-19,104.86260549948378,105.63168059604035,105.97666949591103
2022-01-20,103.58000877165843,104.3626103364823,104.63445691392505
2022-01-21,101.80600604346523,102.69855213279031,102.90306198378349
2022-01-24,102.32464703962916,103.2192323594179,103.41281739813023
2022-01-25,101.01091582780313,101.86836983656137,102.19185239497614
2022-01-26,100.43451573714638,101.1876079030574,101.50922531296487
2022-01-27,99.7405978729201,100.60285538001307,100.82217498352388
2022-01-28,102.03707433433075,102.92452668766938,103.03551223070497
2022-01-31,103.87916638897599,104.64875883259452,104.70948803532838
2022-02-01,104.46285812582403,105.1527702014384,105.2129854542574
2022-02-02,105.53031116909806,106.25076347222758,106.29235109497625
2022-02-03,103.46402154852407,104.2562315646283,104.48397740054324
2022-02-04,103.42657500527933,104.09806253661479,104.1172227884381
2022-02-07,103.29922340548555,103.96191211603764,104.09641191775657
2022-02-08,103.84986223667023,104.4791710715482,104.64921305578054
2022-02-09,105.68845816942708,106.22364457677313,106.32258234378067
2022-02-10,103.73417471522924,104.23567394833091,104.45194525817696
2022-02-11,101.9006874306211,102.5447160393558,102.9474029302431
2022-02-14,101.2157578162766,101.88462517488867,102.23888059032629
2022-02-15,102.84455506946034,103.38372916700368,103.71808784624929
2022-02-16,102.84754475031772,103.35597213053686,103.68721769753458
2022-02-17,100.67652596996206,101.35312496444246,101.83100936707112
2022-02-18,100.01890920175487,100.76764512539589,101.27215942504779
2022-02-22,98.89399066755892,99.67475460648458,100.1521156413753
2022-02-23,97.32282961803104,98.15823501483409,98.71675347643068
2022-02-24,98.79130988384128,99.51592350533149,99.79762224794759
2022-02-25,101.09186725027101,101.85156784741989,102.21331313179671
2022-02-28,100.75645485613046,101.44913533503475,101.75117475634448
2022-03-01,99.46284314304938,100.25968174816191,100.44527742516794
2022-03-02,101.58872776512611,102.33114600923707,102.6882899097671
2022-03-03,101.07526879466961,101.95944747036465,102.35582136858656
2022-03-04,100.31140934127914,101.3798883276427,101.72435032950551
2022-03-07,97.51787093728771,98.75352993812963,99.15255022887558
2022-03-08,96.58150023300927,97.69182866071905,98.1202638081613
2022-03-09,99.03461764714667,99.99125921546111,100.25877012645518
2022-03-10,98.55296822001698,99.53510305954924,99.77019307577721
2022-03-11,97.32278077763203,98.38866967552065,98.7140634566606
2022-03-14,96.62749349201854,97.76901391084242,98.12559962403768
2022-03-15,98.58025244665996,99.68988828879358,99.94968798841802
2022-03-16,100.66567113544102,101.60091286854032,101.76705287062097
2022-03-17,101.99304938970323,102.89441919006767,102.9708170323721
2022-03-18,103.13755195834577,103.94590870188574,103.8414519139636
2022-03-21,102.97921223132215,103.78119005491106,103.69014738983068
2022-03-22,104.05740074013617,104.75840507672152,104.59785275023238
2022-03-23,102.58253955360418,103.31078767874584,103.17708405276272
2022-03-24,104.07029494048824,104.7477089523443,104.61253865561257
2022-03-25,104.491826060488,105.2184408191524,105.1814289217402
2022-03-28,105.14940545577831,105.85020044067275,105.60352735318556
2022-03-29,106.65518370852584,107.340575349467,107.06782001371724
2022-03-30,105.89698239639192,106.67246727360802,106.38806294122347
2022-03-31,104.4277704606735,105.2532474474896,104.85209189109682
2022-04-01,104.64856010145515,105.52178967990747,105.05066074657131
2022-04-04,105.27971476031415,106.08596270486282,105.49871139777869
2022-04-05,103.88588966260386,104.83954704204618,104.37384129152363
2022-04-06,103.22447241028672,104.34936105441105,104.07945837631001
2022-04-07,103.82978236530955,104.96007217570602,104.63748987920881
2022-04-08,103.80966132840254,104.99184561596394,104.80541266249828
2022-04-11,102.44810755331763,103.67552064578142,103.7213962321117
2022-04-12,102.01084840435072,103.23096662983312,103.3094589569273
2022-04-13,103.02870551672814,104.20904452149362,104.20793502658447
2022-04-14,101.94345408315087,103.20045568994774,103.3619969762812
2022-04-18,101.78406229801908,102.97144941044179,103.14095473186958
2022-04-19,103.45252063234781,104.60412791880557,104.71300781905981
2022-04-20,103.64617080895162,104.84563303030174,105.06275587122445
2022-04-21,102.14379261079901,103.43064967770202,103.82415134907839
2022-04-22,99.3515610809436,100.65431820904969,101.09148171563798
2022-04-25,99.94040755585287,101.22412070233116,101.6221757674725
2022-04-26,97.34630874761812,98.7189383977448,99.30601908203315
2022-04-27,97.3037884609531,98.69094091505045,99.26682898479486
2022-04-28,99.48801538484912,100.8274366252187,101.30863409613818
2022-04-29,96.0619342061793,97.37816135691754,97.90693146551675
2022-05-02,96.69830800253399,97.89741156178059,98.35073501381834
2022-05-03,97.35127469477379,98.53203175453626,99.026561984043
2022-05-04,100.18746746571152,101.32459311129665,101.776250106562
2022-05-05,96.85893595036706,98.08525651510374,98.7618841344632
2022-05-06,96.09405771930199,97.35227196542,98.11186628720162
2022-05-09,93.19014980649203,94.5988297007733,95.65307010902478
2022-05-10,93.29207538655716,94.66276765831599,95.61833230906413
2022-05-11,91.86030756145354,93.32529017580269,94.40650656389022
2022-05-12,92.12848067727843,93.6079458616369,94.71639407517586
2022-05-13,94.36859388232588,95.74993101301253,96.67087321321576
2022-05-16,93.98546145952444,95.44494979404831,96.5203461484364
2022-05-17,95.8307193126307,97.21723147722926,98.30792231484668
2022-05-18,91.80830239877378,93.20206872228654,94.33984882113472
2022-05-19,91.2755353842924,92.6398248714501,93.64550463381542
2022-05-20,91.48704093568968,92.90854302279652,93.95677748350298
2022-05-23,93.10237325089841,94.5002373874468,95.49651507700139
2022-05-24,92.52755942672435,94.06890002684155,95.2456277279799
2022-05-25,93.53253305375601,95.0046594947982,96.14794489270855
2022-05-26,95.55903989737581,96.94143916203205,97.95763539912737
2022-05-27,97.72380751936758,99.07673735020256,100.01659063187823
2022-05-31,96.81455226059842,98.17083157808963,99.18169049798477
2022-06-01,96.0464449544905,97.36573260482294,98.2839844092471
2022-06-02,97.25019861275386,98.61300015561051,99.6404981142131
2022-06-03,96.22467856023641,97.55543682853065,98.4545841421506
2022-06-06,96.37764490928915,97.70328642489875,98.62359869094627
2022-06-07,97.43511886754162,98.7199278045656,99.56032592777073
2022-06-08,96.20508467769764,97.45019410974973,98.18888414206475
2022-06-09,94.0569271415189,95.28804548254632,95.99814854254976
2022-06-10,91.99045361640853,93.2164007855492,93.78539499057139
2022-06-13,88.64264185546051,89.87126072816798,90.35620233790883
2022-06-14,88.36256647773021,89.58006791351886,90.1172644947016
2022-06-15,89.058146408368,90.31475435841931,90.96919358305897
2022-06-16,86.42726103687171,87.69317815701439,88.22342335122917
2022-06-17,86.18884372937677,87.5480190284643,88.2451836415497
2022-06-21,88.35431501945963,89.68879282159628,90.27471908486743
2022-06-22,88.1762327406397,89.56782587718251,90.18720213598972
2022-06-23,88.99103373703605,90.46815034577912,91.13361732426532
2022-06-24,91.38901134068672,92.90585013895193,93.70236390401219
2022-06-27,91.48361653775483,92.95321260862514,93.65511184304026
2022-06-28,90.05876345657177,91.459465572639,92.05483092064496
2022-06-29,89.84897496828222,91.29438050536734,91.858563458154
2022-06-30,89.40779876980902,90.8516988187279,91.36276225322285
2022-07-01,90.18609948308006,91.65906661484179,92.12722015461276
2022-07-05,89.8074817674078,91.31739396877654,92.052380985268
2022-07-06,90.10633764656819,91.63945662899309,92.39885653195734
2022-07-07,91.21678507752284,92.71931157921406,93.5288580087205
2022-07-08,91.16928223344627,92.65357058618312,93.41095352875851
2022-07-11,90.48395733735606,91.97166478552808,92.65086014743528
2022-07-12,89.84233209932256,91.32581141460284,92.05278413092984
2022-07-13,89.4814937263505,90.96298868629754,91.67075451716786
2022-07-14,89.10039143362408,90.57904695301515,91.29454220706637
2022-07-15,90.66113595111189,92.14509123966158,92.89661148326445
2022-07-18,89.88293908047854,91.32951800910618,92.08667627802059
2022-07-19,92.00331823948139,93.4725534268775,94.37105872719292
2022-07-20,92.14466893930327,93.59733893800586,94.60851541047475
2022-07-21,92.53906740647693,94.03337496861937,95.14582196145193
2022-07-22,91.94065148386163,93.43311085386362,94.42112982164723
2022-07-25,92.27558127886654,93.7079831062344,94.47831460363298
2022-07-26,91.69623815991964,93.14112970524533,93.8054224369887
2022-07-27,93.23631041968214,94.68587776684535,95.48996312768696
2022-07-28,94.33691776769135,95.82865685330819,96.7327343915132
2022-07-29,95.085744781837,96.54691054560506,97.36894896818612
2022-08-01,94.81112400857357,96.28850044825636,97.2098984119124
2022-08-02,94.05754881383908,95.52166424075415,96.38039558009324
2022-08-03,94.95304928417019,96.47179792945585,97.52572077583659
2022-08-04,94.58926631279667,96.15159861711011,97.4114004589016
2022-08-05,94.63476314098487,96.19593858405247,97.38419687102827
2022-08-08,94.83631910978367,96.40348308223692,97.55136762057892
2022-08-09,94.55229000647377,96.10100338506368,97.02866608268985
2022-08-10,96.05787784084615,97.6158325088271,98.74437455867742
2022-08-11,96.13639754220404,97.66593891379506,98.74062244172367
2022-08-12,97.6239407891436,99.17094098703598,100.29173263457253
2022-08-15,97.89363665854032,99.48565544244043,100.6867134160673
2022-08-16,98.17752364305474,99.79054946130398,101.00645840683259
2022-08-17,97.52377685362544,99.09407465856899,100.12785572561896
2022-08-18,98.06254103754529,99.61673566914973,100.6143694345096
2022-08-19,97.28378237741066,98.81859321539508,99.62280060434844
2022-08-22,95.6411277588845,97.13799031585707,97.76085594376602
2022-08-23,95.43465535031802,96.87671455994263,97.3828086276955
2022-08-24,95.72951344554171,97.15633123677001,97.62157131336156
2022-08-25,96.98126744419241,98.40711039534888,98.9801067845898
2022-08-26,94.16003221027285,95.5414327738196,95.9000056732648
2022-08-29,93.63386833384862,94.99790871180491,95.26268369414001
2022-08-30,92.58630314342062,93.97309731957358,94.3534679123357
2022-08-31,91.79474224110373,93.18813203903602,93.59529172165716
2022-09-01,92.19249920106827,93.63455424964373,94.06478934343436
2022-09-02,91.38519007592464,92.77702836508368,93.10844046361373
2022-09-06,91.06649219453868,92.45159710184522,92.76867978057365
2022-09-07,92.45206067565007,93.90871207561301,94.38550678502745
2022-09-08,93.03609269804454,94.48707178558949,94.97099733435525
2022-09-09,94.35869639689487,95.8027650503017,96.3181202398435
2022-09-12,95.07949348265504,96.52386377042146,97.01870761463564
2022-09-13,91.46787741187859,92.87840575937868,93.1852979169968
2022-09-14,91.63602580404577,93.0119856796973,93.17118507422592
2022-09-15,90.78823820118691,92.14367597121527,92.25899793935099
2022-09-16,90.24271262914505,91.61279559770361,91.72900702323079
2022-09-19,90.73660285024461,92.11656822226676,92.27931975554584
2022-09-20,89.53062110768369,90.87187425440068,90.880664770922
2022-09-21,88.21908767377585,89.55001299952804,89.54022749232814
2022-09-22,87.76941512300964,89.08419157669205,88.90569456870242
2022-09-23,86.26752780471075,87.62411611821233,87.60546080898177
2022-09-26,85.17120712912205,86.51573970332629,86.49066620432393
2022-09-27,84.9681014855646,86.27814416197737,86.20844148757466
2022-09-28,86.76918346033261,88.08062356442564,87.99845835740143
2022-09-29,85.23577508310312,86.52280006108258,86.3612510046339
2022-09-30,84.13028700813692,85.41350797447186,85.22730666009403
2022-10-03,86.45472033056689,87.75628855339149,87.55963533432697
2022-10-04,88.85664250880592,90.1661412919225,90.0198781619029
2022-10-05,88.73551433395315,90.01302354687952,89.80009894279107
2022-10-06,87.8168221531188,89.03443375634839,88.72712602643054
2022-10-07,85.84109879286247,87.02363020520792,86.56596987303422
2022-10-10,85.38350932016058,86.58437474948491,86.14176681626373
2022-10-11,85.25377825953424,86.45653538868103,85.9399569023885
2022-10-12,84.86192145082285,86.0376517562597,85.48090575973757
2022-10-13,86.96212595398883,88.14568035480265,87.49784573201035
2022-10-14,85.22306801283645,86.40466357149981,85.75795664356858
2022-10-17,86.81773283589735,88.02543645228528,87.49382271380486
2022-10-18,87.80504831181463,89.03001689413784,88.51265263741838
2022-10-19,87.28794737347806,88.46774550261742,87.77740042579245
2022-10-20,86.82578488034272,87.9851266205663,87.26154761486764
2022-10-21,88.9735220682293,90.1196701225964,89.34676877517751
2022-10-24,90.12009039435533,91.28491525925236,90.49929287092158
2022-10-25,91.31715672174226,92.49708232174686,91.8828011019968
2022-10-26,91.55385235507501,92.72898704726803,92.00022387279861
2022-10-27,91.29198982887534,92.4793078726716,91.66835593113575
2022-10-28,93.43888540260721,94.68707406965211,93.95870774683296
2022-10-31,92.88187484198858,94.11674294739373,93.31386989798143
2022-11-01,92.92756003437457,94.1642476311971,93.40899616243236
2022-11-02,90.93863626517387,92.15649160640261,91.29967398941324
2022-11-03,90.35296849035254,91.54564213281745,90.51079957536032
2022-11-04,91.4473398068401,92.64330700460849,91.75930487969583
2022-11-07,92.34358827412404,93.53274355822394,92.61962521997307
2022-11-08,92.90089082486814,94.1057206512476,93.17946188556476
2022-11-09,91.14858356068069,92.38895212019308,91.59449592432685
2022-11-10,95.03719150653927,96.29202119784232,95.87978386280892
2022-11-11,95.38668640894623,96.59241300638334,96.37619686586504
2022-11-14,94.95510416927573,96.16191106067299,95.84020323372286
2022-11-15,95.58564143191889,96.79193425643196,96.54391522940611
2022-11-16,94.70244926638175,95.94791781527805,95.59741615006422
2022-11-17,94.7832054074301,96.01653874296503,95.57909874144028
2022-11-18,95.43289234039207,96.6995710964693,96.2703057299038
2022-11-21,95.31717677231319,96.61904543836111,96.16327476567642
2022-11-22,96.65710454979505,97.94035855563197,97.45989652264521
2022-11-23,96.94705045956094,98.24183906693565,97.8580025455184
2022-11-25,97.05918674407327,98.37207578483658,97.98411015399361
2022-11-28,95.74349864827414,97.0493192067966,96.62518272213458
2022-11-29,95.8546553995855,97.153622454157,96.72744087083085
2022-11-30,98.13860757445218,99.47373692598975,99.20599806017069
2022-12-01,97.96631972091052,99.32456938849371,99.15002633971693
2022-12-02,98.03315792396643,99.39251559946813,99.1224210179364
2022-12-05,96.47617644647559,97.82423766587763,97.54661995984353
2022-12-06,95.32019376122423,96.68747224831284,96.40945419231647
2022-12-07,95.41097703339648,96.78070831682211,96.44217700616521
2022-12-08,95.92977267693401,97.31629042961535,97.09626912125576
2022-12-09,94.92018710152942,96.31421374810654,96.2802814148094
2022-12-12,96.32360968151205,97.73496414603497,97.7296045458675
2022-12-13,96.61533340684062,98.0148683290936,98.15924668548243
2022-12-14,96.26118787049599,97.6505523106735,97.73935790634323
2022-12-15,94.27110003722908,95.63308030194719,95.51645049409666
2022-12-16,93.28736172918494,94.63238186495698,94.42528679294848
2022-12-19,92.63832984820496,93.97764577372969,93.63203838823532
2022-12-20,92.77105830562488,94.10039786084954,93.68832925408938
2022-12-21,94.1026386072133,95.42830329283004,95.01184189099888
2022-12-22,93.02935665239137,94.37352874764424,93.95512565771931
2022-12-23,93.6794363587405,95.01554931202868,94.4839413728686
2022-12-27,93.68844505660786,95.03870918913049,94.46089996837625
2022-12-28,92.50000393375277,93.8454444268337,93.25753044461021
2022-12-29,93.6324772109948,94.98912586744729,94.57791803087171
2022-12-30,93.3602338581169,94.69552964317833,94.19833751523926
2023-01-03,92.9427884822058,94.3298886703131,94.15955666816333
2023-01-04,93.60317588283412,95.00424975124417,95.03703194514156
2023-01-05,92.9795308448794,94.35767688838025,94.21069624724817
2023-01-06,95.06164262963699,96.46924376819655,96.47135944631296
2023-01-09,94.49588925343426,95.8889171477601,96.09522788683762
2023-01-10,95.02578841104821,96.40754804035399,96.61906329401096
2023-01-11,95.87841972841309,97.26573256779682,97.60792250858563
2023-01-12,96.09777188575956,97.45170107057227,97.76611260582558
2023-01-13,96.20849333488121,97.55917216240366,97.84396088835192
2023-01-17,95.82912012696346,97.16417202785556,97.43057581668825
2023-01-18,94.26335952784115,95.56401698707919,95.8418504055575
2023-01-19,93.71086128961566,95.00053262787188,95.1453123793957
2023-01-20,94.93792605712599,96.22622590908962,96.56913373113062
2023-01-23,95.78929853902133,97.06733948314408,97.5858629276176
2023-01-24,95.77116022473155,97.0440854492231,97.47485349709527
2023-01-25,96.05562176032302,97.334973929842,97.74733570533823
2023-01-26,96.76001883986112,98.00189734844407,98.34453334449273
2023-01-27,96.44977683621269,97.69042947350664,98.27509225063312
2023-01-30,95.53042653903239,96.79446090816379,97.34803827005486
2023-01-31,96.918422268587,98.1835606534309,98.7971150250487
2023-02-01,97.35688156509487,98.64027819750764,99.60831625513131
2023-02-02,97.66453740496839,98.90921809225682,100.54316152605186
2023-02-03,96.87171615798991,98.10743941736982,99.51964757007956
2023-02-06,96.35398680900715,97.60237348340823,98.82013997233362
2023-02-07,97.2628121897207,98.48410260605,99.63956046206434
2023-02-08,96.31546071255677,97.52966259314445,98.53397489205369
2023-02-09,95.75064864075182,96.96206441782567,97.8411898301112
2023-02-10,96.67388104748973,97.90215367923433,98.49260636565856
